id,text,label,dataset,text_en
yt_1590,अब त सक्किनै पर्छ ।,0,youtube,Now you have to be able to.
yt_954,यो बम दिदी बहिनिलाइ खोर मा लगेर करेन्ट लगाउनु पर्छ वास्तविक कुरा खोल्छन यिनि हरु ले रुदै नाटक गर्दैछन ।,0,youtube,The bombs must be loaded with a current and then the real thing is opened up to those who are playing with tears.
yt_922,तिमी हरू लाई अब गोली ठोक्नु पर्छ अनि बल्ल देस ले मुहार फेर्छ तर झोले कुकुर कार्यकर्ता लाई सिस्नु पानी लायर लखेटनुपर्छ ।,1,youtube,You must now shoot and face the bat and then throw the bag of dog workers out of the water.
yt_155,नमस्कार भिमार्जुन सर निडर भयर बोल्नुस तपाई को साथ मा छौ हामी ।,0,youtube,"Hello, Mr. Bhimarjun Sir, speak boldly, we are with you."
yt_1004,खाते पत्रकार को नाक को डाँडि मात्र होईन हात खुट्टा नै भाँचिदिनु पर्छ साले कुकुर को ।,0,youtube,"A journalist must not only punch his nose, but also break his hands and feet to a dog."
yt_712,बाैला गाैतम जेमन लाछ तेहि बाेलछस ।,0,youtube,Baala Gaitam is the same as Baala.
yt_1603,रमेस खरेल बाट सिक पुलिस हो ।,0,youtube,Ramesh Kherel is a Sikh police officer.
yt_181,अब फेरि टीकापुर को घट्ना दोहोर्याउन पर्यो सुन चोर हरु माथि ।,1,youtube,"Now, once again, the story of Tikkapur has to be repeated to the thieves."
yt_1472,यो काङ्ग्रेस भस्ट्चार गर्ने हो चोर हो भनेर र कम्युनिस्ट बलत्कार हत्यारा भनेर यस्ता कुकुर हरु लाई भोट दिएर केही हुदैन अब हामि ले सबै सचेत भै सके को छौ र हुनु पर्छ यो चोर हरु लाई पत्यसाप गर्नु पर्छ ।,1,youtube,It is nothing to vote for such dogs as congressmen to be corrupt thieves and communists to be rapists to be murderers.
yt_1170,यस्ता पुसिल्लाइ भाला नै हानु पर्छ साला कुकुर हरु तेसरी पिते को छ अझ भन्छ पुलिस को गल्ती भा को छैन भनेर ।,0,youtube,"Such a puppy should not be harmed by spears, but dogs tell the third father that the police are not at fault."
yt_255,यो पुन्य नरपशु ले जे घटना लाई पनि डाईबट गर्छ ।,1,youtube,This is a wild animal that also dives into the event.
yt_1698,अब यसरी नै अन्य बस हरु थप्दै लानु पर्छ ।,0,youtube,This is how other buses should be added.
yt_324,"पोख्रेल आफै सरकार को आशीर्वाद बाट प्रवक्ता भए का हुन् , यिनी जनता प्रति वफादार हुनै सक्दैनन् ।",1,youtube,"Pochral himself, who is a spokesman for the government, cannot be loyal to the people."
yt_1048,पुण्य गौतम धेरै अम्लो ठडाएर कुरा नगर तेरो चोर अम्लो काट्छु म कुनै दिन सत्य बोल्न नशा फुलाउन पर्दैन झुट बोल्नी ले ठुलो स्वर गर्छ ।,0,youtube,"Punya Gautam very acidic and talk no more, your thief will cut acidic I don't have to get drunk to tell the truth one day."
yt_1613,इज़्ज़त छ भने बिश्वराज पोखरेल राजिनाम दिनुहोस ।,0,youtube,"If it is honourable, then Bishwaraj Pokhreel should resign."
yt_34,डिस लाइक गर्ने १०३ जना दलाल भ्रष्टाचारि घुस्याहा हरु ।,1,youtube,The 103 dislike brokers are corrupt brokers.
yt_899,"थैत मुजि , चिकाउने बेला मजा ले चिकायो अहिले आएर के कुरा मिलेन होला अनि दोस लाउदै छ ।",1,youtube,The fact that the time has come to enjoy the show is now a matter of time and time.
yt_1520,तपाईं कुवा मा दुबेर मरे हुन्छ ।,1,youtube,You die in the well twice.
yt_1089,"गणतन्त्र , लोकतन्त्र भने को भ्रष्टाचार गर्ने , बलत्कार गर्ने , मान्छे मार्ने रबि लाई फसाउने , ग्यनेन्द्र साही जस्तो मान्छे को खुट्टा भाच्ने येइहो , येस्तो गणतन्त्र लोकतन्त्र तिमि हरु गोजि मा राख जनता यो चाहादैन ।",1,youtube,"Democracy, democracy, corruption, rape, murder, and seduction, and the trampling of a man like Gyanendra Sahi, such a republic is a democracy and the people do not want it ."
yt_469,"वा रबि सर तपाईं हामी सबैकाे मन मष्तिक मा बस्नु भयाे , बधाई छ तपाईं लाई ।",0,youtube,"Rabbi Sir you are afraid to sit in the midst of all of us , congratulations to you ."
yt_731,यो साला कुकुर पुन्णु लाइ लात हानेर आउट गर्नु पर्छ कुकुर बलतकारि यइ हो ।,0,youtube,This dog must be pulled out by the dog's mouth.
yt_449,"सवै ले यसरी साथ र सपोट , समर्थन गरौ सबै मा हार्दिक नमन अहिले रबि सर लाई सबै को साथ को यक्दमै जरुरी छ रबि लामिछाने जिन्दाबाद ... .. ♥ ।",0,youtube,"Take this so and so along and support, support everyone, heartfelt greetings now to Rabbi Sir and everyone is just as much needed to join together with Rabbi Lamichane Zindabad ... .. ♥ ."
yt_62,गगन थापा यो देश र जनता ले आशा गरे का प्रतिभावान नेता हुन यीन ले सही बोले ।,0,youtube,Gagan Thapa was right to say that he was the talented leader that this country and its people expected.
yt_233,गगन जि को कुरा त सहि हो तर प्रति पक्ष ले गनु पने काम कडाइ का साथ गरिए को छैन सरकार ले गरे का नराम्रा काम को बुलन्द रुप मा अावज उठाउनु परो हामी तपाईं को साथ मा छौं ।,0,youtube,"If Gaganji is right, if the work you have done is not done with determination, if the government has done a bad thing, we stand with you."
yt_229,धमला अरु को ( बोलाए को गेस्ट को ) कुरा सुन्न नसक्ने कस्ता पत्रकार ।,1,youtube,A journalist who cannot hear Dhamala Aru (called a guest) is a journalist who cannot hear.
yt_1299,डा. साब ले भने को कुरा एकदम सहि हो यो मुलुक मा सङ्घियता चल्दैन अब बिकल्प खोज्नै पर्छ चोर र छाडा तत्र त्याग्नै पर्छ ।,0,youtube,"Dr. Saab is right in saying that this country is not a federation, and now we must find an alternative, rob and leave, and leave."
yt_678,उस्ता मुजि पनि देश को राष्ट्र पथि थुक्क साला ।,0,youtube,The Usta Muji also shocked the country by the nation.
yt_1594,जन भावना सडक मा देखिए को सरकार प्रति को बितिस्ना लाई राजाबादी को नजर ले हेर्नु भन्दा आखा को चस्मापो बद्ल्नु पर्नी होकि ?,0,youtube,Should you change your eyeglasses instead of looking at the government and the public opinion?
yt_905,त साली भालु आफ्नो अनुहार हेरे को छस ।,1,youtube,The bear looked at his face.
yt_932,सर्प नि मरोस् लाठी नि नभाँचियोस् तेसरी कदम चालियोस् ।,1,youtube,"The serpent will die and the stick will be broken, so that the third step is taken."
yt_303,लम्पट स्वार्थी भ्रष्ट नेता ले ।,1,youtube,"A selfish, corrupt leader takes a lump."
yt_1540,नेपाल सरकार ले रबि सर लाई सुरक्षा दिनु पर्छ ।,0,youtube,The government of Nepal must provide security to Rabbis.
yt_107,यो डिसलाइक गर्ने १२ जाना लाई रबि ज्यु हिरासत मा भए को मन पर्ने थिएछ भने पछि खाते हरु हो म त ईन्डिया बाट पनि कति खुशी छु रबि ज्यु बाहिर आउनु भए को मा ।,0,youtube,"If the 12 people who dislike this would have liked to have Rabbi Jew in custody, then how happy I am from India that Rabbi Jew came out."
yt_1193,बन्जाडे मुला अलिक ठुलो नेता हरुलाइ लेउनु न हौ ।,0,youtube,Don't take a big but a small leader away.
yt_175,"सुशासन रहित , भ्रष्ट ब्यक्ति हरु सत्ता मा रहे को स्थिरता झनै खतरनाक छ ।",1,youtube,"The stability of the unruly, corrupt people in power is increasingly dangerous."
yt_832,सबै नेता हरु चाेर हुन र पानिमाथिकाे वबानाे बन्न खाेच्छन डम्ना हरु ।,0,youtube,All the leaders want to be more than just leaders and become the flood controllers.
yt_353,याे हाे नि त देश र जनता ले मागेकाे नेताकाे लाइन ।,0,youtube,This is the line of leaders who have asked for the country and the people.
yt_935,ऋषि धमलालाइ देख्दा र यस् को प्रश्न सोधाइ को तरिका सुन्दा उडेर गएर यस् को नाक को डाडी फुटालि दिउ जस्तो लाग्छ ।,0,youtube,"When Rishi sees Dhammalai and hears the way to ask questions, he seems to fly away and blow his nose with a razor."
yt_637,त्यो कन्डम फुटेर जन्मे को दिल निशानि ले मात्र हो रबि को बिरोध गर्ने ।,0,youtube,The condom is broken and the heart is marked only by the birth of the rabbis.
yt_1341,Right man Right place Reward and punishment को सहि सदुपयोग गर्नुपर्छ ।,0,youtube,Right man Right place Reward and punishment should be used appropriately.
yt_61,मन्त्री भन्दा नि ठुलाे नेता बिस्नु पौडेल भुमाफिया को दलाल भए पछि बिचरा मन्त्री को पद मात्र होईन राजनीतिक जिवन नै समाप्त हुने होला अनि के को कार्वाहि ।,1,youtube,"After the leader Bismillah Bhumibol was made a broker of the Bhumibol people, the middle minister would not only have a post but also a political life and work."
yt_112,उध्योग ले पनि लुट्नुसम् मा लुटे को रहेछ ।,1,youtube,"Even with the help of the drug, the robbery is still a robbery."
yt_1583,गु खा अब देशी कुकुर ।,1,youtube,They are now native dogs.
yt_1178,जन्ताकाे सुरश्रा एउटा महिला बिच बटाे मा खलासि बाटा कुटिनछिन अनि काहा छ सुरश्रा ।,0,youtube,Jantake Surashra is a woman who is a potato-eating potato and a cow.
yt_1067,652 जना dislike गर्ने हरु सङ म एक्लै मैदान मा fight गर्न चाहान्छु बलात्कारि हरु दम छ छ भने cmt reply गर any time any wher I am raedy ✊✊✊✊✊ ।,0,youtube,652 people who dislike me want to fight in the street alone on the field rapists are dying if cmt reply get any time any where I am raedy  .
yt_70,सबै भातामारा दाका हरु हुन कुलमान सर मात्रै हुन असल इमानदार ब्यक्ति हुनुहुन्छ उहाँ ।,0,youtube,All the brothers and sisters are the only ones who are honest.
yt_916,"टुड़ीखेल मा लखेटी लखेटी जुत्ता ले पिट्नु पर्ने मान्छे - केशब बडाल , गाउँ टोल मा समाज , घरबार बिगार्ने फटाह आइमाई - पद्मा अर्याल ।",0,youtube,"The people who should be beaten with their shoes in the sport of cricket - Keshb Badal , village Tol Ma Samaj , housekeeper Bhagarne Fatah Aimai - Padma Aryal."
yt_20,रबि दाजु प्रति सलाम छ ।,0,youtube,And peace be upon the Daju .
yt_1578,पैसा को मुख कालोहुन्छ भन्छन यी लोभिपापी लाई पैसा दिन्न छोडनुपर्छ कृश्चियन सिर्चियन सिधिन्छ ।,1,youtube,The blacksmiths of money say that these greedy sinners should not give money to the Christian church.
yt_938,यो व्यवस्था फेल भए झुण्डिएर मर्छ यो धमला ।,1,youtube,"If this law is broken, he will be hanged and killed."
yt_515,हजुर को कार्यक्रम राम्रो छ यी सबै ले आफ्नो पावर भएको बेला सरकारी जमीन को त के कुरा देश पनि बेचीसके यी चोर नेता हरू ।,0,youtube,"The program of Grandfather is good, and while they have their power over all these things, they have sold the land and the country even."
yt_746,आनुहार हेर्दा नै दलाल भ्रष्टाचारी गुण्डा देखिन्छ ।,0,youtube,The look of the broker is a corrupt one.
yt_1565,बहुला कुकुर हरु लाई बाँधेर मारिन्छ भने बहुला नेता हरु लाई पनि यसै गर्ने की. ... ... की कसो मेयर ज्यू ।,1,youtube,"If many dogs are tied up and killed, many leaders will be killed in the same way."
yt_322,वा के राम्रो बोली पत्रकार मित्र ज्यु छड्के सलाम छ हजुर लाई धन्यवाद ।,0,youtube,Or a good speech journalist friend of Jewish people who greeted you greetings.
yt_910,त्यस पछि देश मा हत्या हिंसा लुट बलात्कार जताततै हाहाकार कोलाहल हुनेछ ।,1,youtube,"After that, the country will be in a state of murder violence looting rape is a heated up riot everywhere."
yt_918,कुनै पनि कारयलये मा धुस मागे भने चाक मा आगो लगाइन्छ ।,1,youtube,"If a fire is set in motion in any work, the machinery is set on fire."
yt_1459,नेपाल ले अब केही प्रगती गरोस ।,0,youtube,Nepal is now making some progress.
yt_1503,सर कमसेकम श्रद्धान्जली त दिनोस ।,0,youtube,Sir at least a devout and sincere devotee.
yt_540,साला कुत्ता थग हरुलाइ छोद नु हुदैन एउटा गरिब जनता ले दुई चार सय रुपया नतिर्दा लाइन कात्ने अर्बौं रुपिया नतिर्ने साला कुत्ता हरु यस्ता कुत्ता हरुलाइ नछोद्नु कुल मान सर ।,0,youtube,"A poor people don't have to pay two hundred rupees to the poor, cut a line of two hundred thousand rupees to the poor, and don't give up such dogs."
yt_1434,रबि जिन्दबात भोलि को दिन मा फेरि दायाँ बायाँ नराम्रो जात भात मा फरक नआवस है रबि सर आज जति तपाइ को सपोट गरे फेरि नराम्रो भो भने हामी येस्तै त हो नि ब्रो हुन्छ नि ज्ये रबि सर ।,0,youtube,"Rabindhat tomorrow again in the day, the right to the left bad race rice is no difference Raby sir, as much as today you supported the you again bad food we are like this then yes, brother, nay, Raby sir."
yt_756,"त्यो बलात्कारी बाउ को छोरो कता गयो मुजि , रबि दाजु हिरासत मा हुदा खुब 10 लाख माग्यो भनेर आरोप लगाईरा को थियो रण्डि को छोरो ।",1,youtube,"The son of the rapist Baou Muji, Rabi Daju in custody, was accused of demanding Rs 10 lakh from the government."
yt_490,याे Dij झुट बाेल्छ ज्ञानेन्द्र शाहि काे बारे मा पनि झुट बालेकाे छ ।,1,youtube,"He lies, and so has Gyanendra Shah."
yt_1156,मेयर काे कुरा सहि छ जज् ले जे जे भनेपनि भ्रस्टचारि लाई पिटेरै तह लगाउनुपर्छ साले हरु लाई मेयर साहब जिन्दावाद ।,0,youtube,"The mayor is right in saying that whatever he says, the corrupt should be beaten to death and slaughtered."
yt_648,जनतालाइ विभाजन गर्ने नै चोर नेता हरू हुन ।,0,youtube,The thieves who divide the people are the leaders.
yt_576,साबित्र सुबेदी चुतिया हो यस् लाई कार्वाहि गर ।,0,youtube,"The sacred subject is to be a woman, and do what you want."
yt_1586,गएर केपि काे पिके काे मुत खा ।,1,youtube,Go and drink some coffee and eat some mut.
yt_1461,एक अर्का को साथ र सपोर्ट बिना राष्ट्र मा अमन चयन प्राप्त हुन सक्तैन त्यसकारण आफ्नो पालो मा अरु बाट सपोर्ट लिने र अरु को पालो मा पनि आफू ले सपोर्ट गर्ने बानी को विकास गरौं यसैमै कल्याण छ| सबै को जय होस् ।,0,youtube,Peaceful selection in a nation cannot be achieved together and without support. Let us therefore develop the habit of supporting each other in our own ways and others in our own.
yt_1660,पत्रकार मित्र मेयर साब ठिक हो जेनि सुद्नु आवसेक छैन हामि ले बुजे का छौ ।,1,youtube,"My friend the journalist Mayor is fine, but we are not alone."
yt_999,"श्री श्री श्री ३ रबि लामिछाने महाराजअधिराज सरकार बाट चाहिँ राष्ट्रिय टेलिभिजन बाट भ्रष्टाचारि लाई टुंडिखेल मा राखेर उडेर गुडेर के के गरेर नाक को डाँडी भाच्न मन छ , भन्दा चै लामिछाने हिट !",0,youtube,"Sri Sri 3 Rabi Lamichane is keen to punch the nose of Sri 3 by putting corruption on national television and keeping it in the dust, rather than chasing the Lamichane!"
yt_601,म लाई नेपाल मा राजा चाहिए को छ के अब म नेपाली हाेईन् साला हाेलिवान् काे दलालि बडि नबाेल ।,0,youtube,I was born in Nepal and now I am a Nepalese hein sala hallivan ka dalli badi nabale.
yt_1569,लौ न सर अब त ढिला भैसक्यो छिट्टै प्रधानमन्त्री को लागि लड्नु पर्यो बनाउने जिम् मा हाम्रो को को सहमत छौ ️ ️ ️ ।,0,youtube,"No sir, it's too late now, and soon you'll have to fight for the Prime Minister to make Jim agree with us ️ ️ ️ ️ ️."
yt_1075,येस्ता ढुङी हरु को चाक मा खुर्सनी दल्नी पर्छ ।,0,youtube,These stones must be crushed into the hand.
yt_1284,नेपाल मा राज तन्त्र को जरुरत छ ।,0,youtube,Nepal needs a political system.
yt_1617,पत्रकार ज्यु हत्यारा ले sp को पद बढाइदिन्छु भनेर यो काम भए को छ र लेखपढनै नभए को पनि sp हुदारैछन पनि भनेर सोद्नुस न ।,0,youtube,Don't think that this is a job to raise the rank of a Jewish journalist assassin and that no one who doesn't read articles is being punished.
yt_558,यो बिच मा बस्ने कुकुर त्यही काङ्ग्रेस को दलाल हो साले बचाउ मात्रै गरेर बोल्ने साला कुत्ता ।,0,youtube,This dog that lives in the middle is the same Congressman who is the only talking dog who can save the world.
yt_52,सलाम कुल्मान सर हजुर् को पछी २ करोड ९० लाख जनता छ ईनी हरु को असुल गर्नुपर्छ ।,0,youtube,Salaam Kulman Sir Hajur is followed by the 2.9 crore people who need to be rescued.
yt_524,जरा मात्र गाडे को होइन मुला रुख नै बनिस को के ल्याङ्ग कुरा गरे को यार बिस्व् को 3 नम्बर भर्स्टाचार हुने मुलुक भन्ने बित्तिकै थाहा पाउन त् ।,0,youtube,"Not just the cars, but the people who talk about the sexuality of the people, you will soon find out that the world is the number three most corrupt country."
yt_456,यी गधा नेता हरु जति दुध ले नुहाएर गाई बन्न खोजे पनि यिनि हरु को कर्यसैली र नियत प्रष्ट सङ जनता ले बुझिसके का छन् आगामी चुनाव मा देखाइ दिनेछन् यिनि हरु को औकात ।,1,youtube,"These assheads, even though they try to become cows by drinking milk and drinking, have been taught by the people the way to do business and the way to do business, and will show up in the upcoming elections as an average."
yt_1355,तेरी मा सुड्डो अन्तरवार्ता दिन आए पछि आलोचना मात्रै गरेर हुदैन विकल्प र समाधान को उपाय खोइ दिन सके को अन्तरवार्ता भने को तार्किक निचोड दिन सक्ने हुनुपर्छ ।,0,youtube,"Your mother sued not only criticize the interview after the day comes, but also lose the option and the solution to the problem."
yt_1191,"के भए का कम्युनिस्ट हुन जता पनि हिंसा , बलात्कार र हत्या मात्र गर्ने ?",1,youtube,"Why should a communist, even if he is a communist , only commit violence , rape and murder ?"
yt_1039,पुन्डे लाई गाला फुट्ने गरि हाने को हेर्न मन छ ।,0,youtube,Punde is eager to see the poor man's throat burst.
yt_221,हरेक कार्यक्रम मा आउनी सानो देखि ठुलो नेता हरु भ्रष्टाचारि लाई काराबाही गर्नु पर्छ भने को सुनिन्छ ।,1,youtube,Every event has heard leaders from small to large say that corruption must be cured.
yt_1664,पोख्रेल लाई सुर्खेत को dsp लाई बोलायर ज्ञानेन्द्र सर को साथ मा पत्रकार सम्मेलन गरि कुत पित गरे को होकि होइन भन्ने बुज्दा हुन्छ अनि त्यो सुर्खेत को प्रहरी सहि होकि गुन्दा हो था भै हाल्छ नि ।,0,youtube,"Pokhriel learns that the headline of the story is not a dog, but a news conference with DSP, called by the name of Gyanendra Sir, and that the headline is a police report."
yt_1294,यो कुरा नेता ले बुझ्नु होस ।,0,youtube,This is something that the leader must understand.
yt_352,"बाकिनै अब यहि त थियो , गुठी , अरुत सबै खतम भै सके को , नदिनाला , कलकारखाना , धर्म , सस्कृती , गै त सक्यो , बा की आस लाग्दो नेपाली सेना छ , गुठी , ।",1,youtube,"But now that it was over, the Ghouta , the Arut all ended , the rest is gone , the Nadinala , the artworks , the religion , the culture , the gaat was gone , the Nepali army is waiting , the Ghouta , the Ghouta , the Ghouta ."
yt_749,राजा बाट जनता भए भने तिमि त जनता बाट नेता भ का हौ भोलि फेरि फर्किनु पर्ला याद राख चोर नेता र भ्रष्टाचार कर्मचारी ।,0,youtube,"If you are a leader of the people from the king, you are a leader of the people from the people tomorrow and again remember Perla remember thieves leaders and corrupt workers."
yt_1375,रबि दाई अब सबै भन्दा पहिला त्यो किशोर श्रेस्ठ भन्ने कुकुर लाई नङाउनु पर्यो ।,1,youtube,"Rabbi Dayi now had to first unbutton that teenager's dog, the Shreeth."
yt_807,"याे पाेखरेल खाते चाेर बर्दिकाे नाम मा कलङ्क हाे , , थुक्क , , , किरा पराेस ।",0,youtube,"The Pakherel account is called Chher Bhardaike Ma Kalank Ha , Thuck , , , , Kira Parays ."
yt_377,डा. सुरेन्द्र को बिस्लेसन सही लाग्य ।,0,youtube,Dr. Surendra has found the correctness of the bible.
yt_709,यो अपराधि प्रचन्डे को झोले धेरै फुर्ति नगरे हुन्छ पुन्य गौतम कुकुर हो ।,0,youtube,This criminal who is in a very busy city is a very popular Gautama dog.
yt_980,"यो गोकुले चुतिया र खतरनाक छ , , , यस लाई राउन्ड किक हानेर नाँक को डाँडी भाँचिदिनुपर्छ ।",1,youtube,"This gocule is fucked up and dangerous , and it must be rounded with a kick to break the nose."
yt_778,"साला खाते नेता हरू चुप लाक अब नेपाल मा नेपाली जनता ले , राजा लेयाउने हाे जय राजा जय नेपाल राजा ले नेपाल बनायाकाे हाे नेपाल ले राजा हाेईन् राजा अाउ नेपाल बचाउ ।",0,youtube,"Sala account leader Haru Chup Laak now Nepal in Nepali people take , king bring Haay Jai Raja Jai Nepal King Le Nepal madeake Haay Nepal Le Raja Hein Raja and save Nepal."
yt_542,मुजि बक्बास नगरी राजस्वा तिर्ने कुल मान घिसिङ्ग जि लाई अफ्ठेरो मा पार्ने काम बन्दा गर बिधुत छोर दलाली ब्यपारी हो ।,1,youtube,Muji Bakbas Nagari Rajswa Tirtne Total Value Ghising which was built in Afthero is a business of electrical end brokerage.
yt_538,साला कुत्ता थग हरुलाइ छोद नु हुदैन एउटा गरिब जनता ले दुई चार सय रुपया नतिर्दा लाइन कात्ने अर्बौं रुपिया नतिर्ने साला कुत्ता हरु यस्ता कुत्ता हरुलाइ नछोद्नु कुल मान सर ।,0,youtube,"A poor people don't have to pay two hundred rupees to the poor, cut a line of two hundred thousand rupees to the poor, and don't give up such dogs."
yt_1255,नेपाल् का इम्रान खान हुन रबिन्द्र मिस्र समय मै चिनौ ।,0,youtube,The Nepalese Imran Khan is Rabindranath Tagore of Egypt.
yt_830,थुई का जुन चोर उस् को ठूलो सोर भष्र्टचारै भष्र्टचार अझै लाज लाग्दै चोर हरु ठुला ठुला डा को गर्छ ।,0,youtube,"The thief of the Thieves is a great thief, and the thief is still ashamed of his own corruption."
yt_250,"सुशील सर लाई देखे पछि उहाँ को कार्यक्रम नहेरी निद्रा नै लाग्दैन , , , लागिरहनुस हजुर सहि हुनुहुन्छ ।",0,youtube,"After seeing Sushil Sir , he does not feel sleepy , but he is very well-adjusted to the program ."
yt_1230,"अब बिदेश मा भए को सबै दाजुभाइ दिदिबहिनी हरु लाई पनि समेट्नु पर्छ अनि हुन्छ , किनभने देश बेचिसकेउ यस्तो अजिङ्गर हरु ले , ।",0,youtube,"Now all the brothers and sisters abroad must be brought together , and so it is , because the country is sold and such giants are taken ."
yt_69,"निकै राम्रो काम गर्नु भयो रबि सर , हजुर त देश को भगवान हो l ।",0,youtube,"You did a very good job Rabbi Sir, your grandfather is the god of the country."
yt_1369,"अँ युवराज भाइ याे जिवनकाे भाेगाई हाे निरास नबन्नु रबि भाई लाई हेरेर अगाडि बड्नुहाेस , हिन्तावाेध ले मान्छे लाई कहिलै अगाडि बढाउदैन उल्टै सडाउछ गलाउछ मात्रै ।",0,youtube,"The younger brother or the life-long escape of the younger brother or the discouraged one, the rabbi brother, is the one who keeps on looking forward, the fear never moves the person forward, but only slanders and cheats."
yt_1346,"हेर भुलेर पनि जङ्गल नबस , पुलिस , आर्मी लाई नमार तिमिहरुलाइ साथ मिल्दैन जन्ता को ।",0,youtube,"Even if you forget the forest, the police, the army, the people, you don't get along with the animals."
yt_663,नेपालि को इज्जत फाक्यो कुकुर कुकुर्नी हरु ले पाहुनालाइ राम्रो सङ स्वागत गरेन कम्सेकम २ हात जोदि नमस्ते त गर्नु पर्छ नि ।,0,youtube,The Nepali is respected for its facky dog cockroaches and welcomes guests with a warm welcome.
yt_682,थुक्क रण्डी के बोल्नु पर्छ के बोल्नु हुदैन भन्ने कुरा पनि थाहाँ छैन ।,1,youtube,You don't even know whether to speak with a thump or not.
yt_1185,हिरासत मा यातना दिए को हैन भन्ने प्रहरी भ्रष्टाचार हो प्रहरी का आखा फुटे को छ खुट्टा को औला फुटने गरि कुटपिट गरे को छ यस्ता प्रहरी लाई फासी दिनु पर्छ ।,1,youtube,"If a policeman who is in custody is a corrupt police officer who is torturing or who is beating a police officer to death, such a policeman must be hanged."
yt_1416,बिचलित हरु को आत्मा मा धेरै चोट परे को रहेछ ईटहरी को मियर को कानुन प्रती तिनि हरु लाई कार्बही गर्नु पर्छ बधाई छ मियर सर ।,0,youtube,"The poor suffer greatly in the spirit, and the brick must be made lawful to the mayor, and the mayor must do so."
yt_1477,घर गयर बाख्रा को हेर बिचार गर यता नबोल्दा पनि हुन्छ ।,1,youtube,"Consider the house gear, as it is also a baby."
yt_1025,पोइ मारेर त्यो ठाउँ मा पुग्ने लाई इज्जत को बारे मा के था ?,1,youtube,What was the honor of having been killed and brought to that place ?
yt_298,अडिक रहनु होला थाक्ने कुनै सुबिधा छैन तपाईं लाई जनता ले १ दिन अबस्य बुझ्ने छन र साथ दिनेछन ।,0,youtube,"There is no such thing as a hard-on, you will be understood and supported by the public for a day."
yt_1474,म लाई त यो मावबादी मनै पर्दैन तर गगन ले गरे को कुरा ठिक छ अब यो सरकार ढाल्नु पर्छ ।,1,youtube,"I don't like this rebuff, but it's okay to do it with the gun now this government has to be overthrown."
yt_1684,पत्रकार साथी ले एक चोटि दुई जना लाई सात मा राखेर कुरा सोधी दिन्नु पर्यो खास कुरा के हो ।,0,youtube,A journalist had to put two people in a row once to ask a colleague what was special.
yt_1,सबै भन्दा ठुलो सरकार ले नै सबै लाई उल्लु बनाए को छ बाँकी पैसा त खान्छन नै यो अहिले को सरकार तुरुन्त धाल्नु पर्छ ।,1,youtube,"The biggest government has to make everyone happy with the rest of the money they eat, and it should be taken up by the government immediately."
yt_282,ज्योति वानियाँ र कुलमन लाई हेर अनि ती 2 तालु लाई हेर अनि तिनि हरु का कुरा सुनेर रगत उम्लन्छ यार तिर्दैनै रे सर्ब साधारन जनता को लाइन काटेर मज्जा ले ऊध्योग सन्चालन गरेर नाफा लिन आज आएर तिर्दैनै भन्ने खाए पछि फाल्न नजान्ने मुला लाई के भन्ने चोर दलाल ठग ।,1,youtube,"Look at the lighthouses and the villagers and look at the two talus and their words bleed to death, and the people are cheating and cheating, and they are not paying for it."
yt_1109,अब बिप्लब काे पाटि ले पुलिस लाई अाक्रमण गरयाे भने ।,1,youtube,Now Biplob Kaye Patti said police were attacked.
yt_1315,ऋषि बाबू अलिक बिस्तारै बोल्न सकिन्न र हामी बहिरो त छैन नि हो ।,0,youtube,Rishi Babu is not able to speak slowly and we are not deaf.
yt_1192,सम्पुर्ण नेपालि हरु यो गुठी बिधेयक को बिरोध गरिनुपर्छ ।,1,youtube,The entire Nepali population should oppose this package of legislation.
yt_1563,आज फेरि रबि सर लाई सिधाकुरा मा देख्न पाउँदा खुसि ले नाच्ने हरु एता हाजिर गरौ त अब हामि ले रबि सर लाई सुरक्षा दिनु पर्छ है साथी हो राम्रो काम गर्ने लाई टिक्न दिदैनन हाम्रो देश को पाखे नेता हजुर ले ( जय देश जय रबि सर ) ।,0,youtube,"If the happy dancers come here today to see Rabis Sir again in Siddhakur, then we must protect him now. He is a companion who does good and does not let our country stand."
yt_415,द्वारिकालाल जस्तो जनप्रतिनिधी हरु एउ टा हैन अब यो देश मा हजारौ जन्मिनु पर्छ अनि मात्र देश सम्बृदी को बाटो मा अघि बढ्न सक्छ मेयर साप लाई सलाम छ !,0,youtube,People like Dwarikalal are not the same now that thousands must be born in this country and only the country can advance in the path of prosperity.
yt_804,यो मुजि Dig को काम छैन यो कसरी Dig सम् मा बानना पुग्यो यो साला नेता हरू को झो ले रैछ यो साले को हावलदर को जति पनि छ्मता नभए को जस्तो देखिन्छ ।,1,youtube,"It's not the work of Dig Dig that's how Dig Sum got here, it's the way it's been, it's been taking the leaders to sleep, it's been looking like it's not as good as Howler."
yt_1620,धन्यवाद सुशील सर चितवन जानू पर्यो ।,0,youtube,Thank you Sir Sushil Chithwan for knowing.
yt_374,राजकुमारी रेणु दाहाल भन्दा राजकुमार पारस नै ठीक छ ।,0,youtube,Prince Pars is better than Princess Reenu Dahal.
yt_294,यो डा केसी को पनि काम छैन खाली आलोचना मात्रा गर्छ सिन्का भाच्दैन ।,1,youtube,It doesn't even work for Dr. Casey to be a critic who doesn't get enough criticism.
yt_659,चुप साला चाटुकार पत्रुझार .. ।,0,youtube,Silent and cunning petulant.
