id,text,label,dataset
yt_745,घुसखोर ददाल भ्रस्ट लाई मुर्दाबाद ।,0,youtube
yt_746,आनुहार हेर्दा नै दलाल भ्रष्टाचारी गुण्डा देखिन्छ ।,0,youtube
yt_747,तेरै गुरु मात्र राम्राे हाे ढाेङ्गि ढाेङ्गि काहा बाट अायाे याे लिटल बुघ पाखन्डि साला ।,0,youtube
yt_748,धर्म लाई सम्मान गर्छु तर यी चोर हरु लाई तह लगाउनु हाजिर हुनु त ।,0,youtube
yt_749,राजा बाट जनता भए भने तिमि त जनता बाट नेता भ का हौ भोलि फेरि फर्किनु पर्ला याद राख चोर नेता र भ्रष्टाचार कर्मचारी ।,0,youtube
yt_750,यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,1,youtube
yt_751,यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,0,youtube
yt_752,यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,1,youtube
yt_753,यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,0,youtube
yt_754,राम बा. बम्जन मुजि घन्टा गुरु ।,0,youtube
yt_755,मुजि गुरु रे भिखारि हो ।,0,youtube
yt_756,"त्यो बलात्कारी बाउ को छोरो कता गयो मुजि , रबि दाजु हिरासत मा हुदा खुब 10 लाख माग्यो भनेर आरोप लगाईरा को थियो रण्डि को छोरो ।",1,youtube
yt_757,"त्यो बलात्कारी बाउ को छोरो कता गयो मुजि , रबि दाजु हिरासत मा हुदा खुब 10 लाख माग्यो भनेर आरोप लगाईरा को थियो रण्डि को छोरो ।",1,youtube
yt_758,"त्यो बलात्कारी बाउ को छोरो कता गयो मुजि , रबि दाजु हिरासत मा हुदा खुब 10 लाख माग्यो भनेर आरोप लगाईरा को थियो रण्डि को छोरो ।",1,youtube
yt_759,डिसलाईक गर्ने हरु गधा हरु नेता का गोठाला हरु आजै मर साले हरु यति राम्रो खबर लाई डिसलाईक गर्छन् चोर हरु ।,0,youtube
yt_760,डिसलाईक गर्ने हरु गधा हरु नेता का गोठाला हरु आजै मर साले हरु यति राम्रो खबर लाई डिसलाईक गर्छन् चोर हरु ।,0,youtube
yt_761,334 जना भ्रष्टचारी का सन्तान हरू को हात मा किरा परिसकेछ dislike हान्न ।,0,youtube
yt_762,थुईक्क एमाले को गोठालो यस्ता मुला जड्या दलाली पुण्य गौतम खाली बिदेसि को गुनगान र बढाइचढाइ मात्रै गर्छ ।,0,youtube
yt_763,मलाइ रातो कोट लगाउने मित्र को कुरा साह्रै मन पर्यो तर यो अर्को kp को झोले जुठेभात खाने खाते को कुरा सुन्दा चै मेरो साच्चै पारो तातेर आयो हौ ।,0,youtube
yt_764,नेकपा को मुला को PHD पशुपति मा सेलाउन लगे हुन्छ तेरि मा टोक्ने हरु पढाइ को घमण्ड तर बुद्धि भने चाक मुनि रहेछ मुला को !,0,youtube
yt_765,"यो ओली को चम्चा घोकन्ते विद्यावाला « Phd sholar ^ खाते date सोध्छ , जेहोश ओली को उखान टुक् का सब रटेछ , यस्तै गुं घोकन्ते ले धेरै पढेर हो गतिलो पढ्ने को पनि नेपाल मा इज्जत न भा को !",0,youtube
yt_766,यो नेता भनाउदो कस को चेलो हो लार भायौ गाजा खाएर बो लिरहे को छ ला परशन एउ टा उतर अर कै पो दिनछ बा कै रनडि को चेलो हो ।,1,youtube
yt_767,"ओए मुजि पुन्य गौतम खाली बिदेसि को गुनगान र बढाइचढाइ मात्रै गर्छस , , ?",0,youtube
yt_768,"PHD वाला नेता रे छि छि छि छि लाज लाग्नु पर्ने , एउटा प्रश्न को उत्तर दिन ३ पटक सोध्दा त कुरा अर्को तिर मोडछ यस्तो खाते नेता लाई अब कहिले नबोलाउनु होला !",0,youtube
yt_769,नेकपा को मुला को PHD पशुपति मा सेलाउन लगे हुन्छ तेरि मा टोक्ने हरु पढाइ को घमण्ड तर बुद्धि भने ALU रहेछ मुला को !,0,youtube
yt_770,का काम गरे को छ तेरो सरकार ले साला पुर्ती लाउछस ।,0,youtube
yt_771,यस ले पनि रण्डी मदर मुन को सुक्रकिट मिसाए को होलि वाइन खाए को होला र ढाकछोप गरि बोल्छ ।,1,youtube
yt_772,"यो कस्तो पत्रु मान्छे , नालायक धिक्कार होसा तेरो जीवन त ?",0,youtube
yt_773,यो मुजि पाठक जापान मा मासु बोग्दा बोग्दा गरेर आए को खुबै ठूलो ठूलो भुग्छ साले कुत्त ।,1,youtube
yt_774,यो मुजि पाठक जापान मा मासु बोग्दा बोग्दा गरेर आए को खुबै ठूलो ठूलो भुग्छ साले कुत्त ।,0,youtube
yt_775,यो रन्डी को छोरो अरिंगाल पाठक लै चार पाटे मुडेर खुला मंच मा उल्टो पारेर झुन डाउ न पर्छ ... ।,1,youtube
yt_776,इ माचिक्ने नेता हरुलाइ थेगान नलगाउने हो भने ।,1,youtube
yt_777,यो कस्तो कमिनीस्ट माचिक्ने झुट कती बोले का जाठा हरू कमिनीस्ट का नेता भनादा ।,1,youtube
yt_778,"साला खाते नेता हरू चुप लाक अब नेपाल मा नेपाली जनता ले , राजा लेयाउने हाे जय राजा जय नेपाल राजा ले नेपाल बनायाकाे हाे नेपाल ले राजा हाेईन् राजा अाउ नेपाल बचाउ ।",0,youtube
yt_779,राजा ले एकीकरण गरेर बनाए को देश मा छाती फुल्काएर म नेपाली हु भन्न पाए को छ अझ ठुलो स्वर साला आतंककारी ।,0,youtube
yt_780,"यो मुजि नगेन्द्र साही म लाई भन तेरो पार्टी को के योगदान छ , मुजि देशद्रही जंगली तेरो केपि प्रचण्ड ले बना को देश हो यो , तेरो बाउ को बिर्ता हो यो ।",1,youtube
yt_781,"यो मुजि नगेन्द्र साही म लाई भन तेरो पार्टी को के योगदान छ , मुजि देशद्रही जंगली तेरो केपि प्रचण्ड ले बना को देश हो यो , तेरो बाउ को बिर्ता हो यो ।",1,youtube
yt_782,भन्दे एउ टा राजा फाल्ने मुर्कट्टा हरु आज हज्जारौं ब्वाँसा मिलेर गिद्ध ले सिनो लुछे जसरी लुटेर देश नै सखाप पार्र्यो ।,0,youtube
yt_783,यो मुजि नेकपा कि गुखा को नेता को बोली हेर्दै चोर जस्तो लाग्यो ।,1,youtube
yt_784,खाते नेतागिरि गर्ने हरु जति सबै लाई कुनै कार्यक्रम राखेर समेलन गराउ त्यस पछि बम बिस्फोट गराएर सबै लाई ध्वस्त पार्न मै ले बम बिस्फोट गराएर आफ्नो ज्यान दिन ससक्छु ता की मेरा सन्तति ले पनि नेपाली हु भनेर गर्व गर्न सकुन ।,0,youtube
yt_785,यो माचिक्ने kp र प्रचन्द लाइ सिदै गोलि हान्छु रादि को छोरा हरु देश दोर्ही जनता को पशिना चुसिरा छस नि यो मुजि प्रत्र कार को नि ।,1,youtube
yt_786,यो रन्डि को बाहान नगेन्द्र चम्चा साला ।,0,youtube
yt_787,यो रन्डि को बाहान नगेन्द्र चम्चा साला ।,1,youtube
yt_788,साला राज तन्र्त आयो भने नेपालि जन्तालाइ लुटन पाइ न्न जन्ता को बुइ चढेर नेपालि जन्ता माथि राज गर्न पाइन्न भन्ने यी इसाइ का डलरे हरु लाइ थाहा थ तेसै ले राजतन्तर को बिरोध गर्छन यी साला धर्म बेचुवा देश बेचुवा पाय सम्म चेलिबेटि सम्म बेच्छन् साले इसाइ डलरे हरु ।,0,youtube
yt_789,साला राज तन्र्त आयो भने नेपालि जन्तालाइ लुटन पाइ न्न जन्ता को बुइ चढेर नेपालि जन्ता माथि राज गर्न पाइन्न भन्ने यी इसाइ का डलरे हरु लाइ थाहा थ तेसै ले राजतन्तर को बिरोध गर्छन यी साला धर्म बेचुवा देश बेचुवा पाय सम्म चेलिबेटि सम्म बेच्छन् साले इसाइ डलरे हरु ।,0,youtube
yt_790,साला राज तन्र्त आयो भने नेपालि जन्तालाइ लुटन पाइ न्न जन्ता को बुइ चढेर नेपालि जन्ता माथि राज गर्न पाइन्न भन्ने यी इसाइ का डलरे हरु लाइ थाहा थ तेसै ले राजतन्तर को बिरोध गर्छन यी साला धर्म बेचुवा देश बेचुवा पाय सम्म चेलिबेटि सम्म बेच्छन् साले इसाइ डलरे हरु ।,0,youtube
yt_791,यो मुजि केपि को चम्चा लाइ नि गोलि खाना मन लायो जस्तो छ !,1,youtube
yt_792,भोलि राडि ले चढे को गाडि भोलि आउने अर्को गोरु ले नचढ्ने होला नि ?,1,youtube
yt_793,भोलि राडि ले चढे को गाडि भोलि आउने अर्को गोरु ले नचढ्ने होला नि ?,0,youtube
yt_794,या्े गणतन्त्र का्े मुजि गधा मुर्दाबाद राजतन्त्र जिन्दाबाद राजतन्त्र जिन्दावाद जय हा्ेस पशुपतिनाथ ।,1,youtube
yt_795,ज्ञानेन्द् सरकार का पुर्खा हरू ले आर्जे को देश मा राजा न भयर के तँ नरेन्द्र कुत्ता राजा हुने तो तँ काहा को नाड०गो कुकुर होस तेरो अब काल आईपुग्यो साला कुत्ता तँ पट मुर्ख खोईरो लागे को कुकुर पाँखें तेरो काल आयो पख ?,0,youtube
yt_796,यो मुजि नगेन्द्र भन्ने गणतन्त्र को झोले अनि चाकरी हो ।,1,youtube
yt_797,यो नेपाल प्रहरी भएर सहि जवाफ नदिने त्यो भिडियो किन लिग भयो प्रहरी ले मुचुल्का उठा को मोबाइल भित्र को यो चोर बिश्वराज sp मल्ल लाई बचाउदै छ है नेपाल प्रहरी को बिश्वास छैन है यहि कुकुर को बच्चा हरु मिलेर रबि लाई फसाउदै छ ।,0,youtube
yt_798,यस्ता दोधार कुरा गर्ने माधर्चोत लाई के ल्याए को थुक्क तिमी हरु को जुनि नालायक ।,1,youtube
yt_799,"याे सुरज नि मिले को , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते कुरा घुमाउछ ।",0,youtube
yt_800,"याे सुरज नि मिले को , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते कुरा घुमाउछ ।",0,youtube
yt_801,यो प्रहरी ले गफ दिदै छ साला ।,0,youtube
yt_802,यो खाते मुजि सरकार र नेपाल पुलिस को बचाउ गर्दैछ ।,1,youtube
yt_803,त जस्ता खाते ले अहिले सम्म कति छानबिन निस्पक्ष गरियो यउटा भन्न सक्छस हामी त्तकाल भन्दैनौ नभने पनि भिडियो ईडिट गरि तथाकथित पत्रकार लाई चै दिईन्छ किन भनिनस ।,0,youtube
yt_804,यो मुजि Dig को काम छैन यो कसरी Dig सम् मा बानना पुग्यो यो साला नेता हरू को झो ले रैछ यो साले को हावलदर को जति पनि छ्मता नभए को जस्तो देखिन्छ ।,1,youtube
yt_805,यो मुजि Dig को काम छैन यो कसरी Dig सम् मा बानना पुग्यो यो साला नेता हरू को झो ले रैछ यो साले को हावलदर को जति पनि छ्मता नभए को जस्तो देखिन्छ ।,0,youtube
yt_806,यो मुजि Dig को काम छैन यो कसरी Dig सम् मा बानना पुग्यो यो साला नेता हरू को झो ले रैछ यो साले को हावलदर को जति पनि छ्मता नभए को जस्तो देखिन्छ ।,0,youtube
yt_807,"याे पाेखरेल खाते चाेर बर्दिकाे नाम मा कलङ्क हाे , , थुक्क , , , किरा पराेस ।",0,youtube
yt_808,"याे पाेखरेल खाते चाेर बर्दिकाे नाम मा कलङ्क हाे , , थुक्क , , , किरा पराेस ।",0,youtube
yt_809,प्रस्न को उतर दिन नसक्ने कुकुर पोखरेल को नाक म उ लगाइस dig ।,0,youtube
yt_810,नेपाली पुलिस चोर हो खाते हरु कुकुर को ईज्जत् होला तर यी खाते पुलिस र नेता को छैन दलाल हरु ।,0,youtube
yt_811,बोल्नै मिल्दै न भ ने किन आय को त रन्डी को छोरो त पुलिस जे सोदे पनि बोल्नै मिल्दै न भन छ यार अनि मेरो लाडो गर्न आय को मुजि ।,1,youtube
yt_812,बोल्नै मिल्दै न भ ने किन आय को त रन्डी को छोरो त पुलिस जे सोदे पनि बोल्नै मिल्दै न भन छ यार अनि मेरो लाडो गर्न आय को मुजि ।,1,youtube
yt_813,बोल्नै मिल्दै न भ ने किन आय को त रन्डी को छोरो त पुलिस जे सोदे पनि बोल्नै मिल्दै न भन छ यार अनि मेरो लाडो गर्न आय को मुजि ।,1,youtube
yt_814,जाबो एउ टा video को बारे मा जवाफ दिन नसक्ने dig चोर साले !,0,youtube
yt_815,यो कुकुर किसोर शेरेस्ठ कम्युनिस्ट को खोल ओडेर सारा कम्युनिस्ट को बेजत गर्यो यस्लाइ बास को कप्ट्यारो हानेर फकलक् कै बनाउन पर्छ ।,0,youtube
yt_816,खाते भारत को कुरा गर्छस भारतिय दलाल ।,0,youtube
yt_817,हाँ हाँ साले चोर भष्ट् हरू बिनालगानि को उधोग संन्चालन गरेर देश ख्रोक्रो पारेउ सब युवा बिदेश पलायन हुन बाध्यबनायेउ खाँअो खाँअो ... कति सजिलो छ गफ गरन ।,0,youtube
yt_818,तेरि मा डाकाहाे खाअाे खाअाे अपराधि हाे ।,0,youtube
yt_819,राजनीति लाई आम्दानी को पेसा बनाए को छौ होइन चोर हरु हो ।,0,youtube
yt_820,लाजै लाग्यो थैट ... .. मुला खाते हरु ... .. कुन मर्यादा मा छु काहा छु काहा बोल्दैछु ... .. थुइक्क जाठा हरु ।,0,youtube
yt_821,लाजै लाग्यो थैट ... .. मुला खाते हरु ... .. कुन मर्यादा मा छु काहा छु काहा बोल्दैछु ... .. थुइक्क जाठा हरु ।,0,youtube
yt_822,यो मुजि पत्रकार पनि रिसी धमला जस्तै रहेछ आफु मात्र बोल्छ बक्ता हरु लाइ त बोल्न देन भोडगधा ।,1,youtube
yt_823,यो मुजि पत्रकार पनि रिसी धमला जस्तै रहेछ आफु मात्र बोल्छ बक्ता हरु लाइ त बोल्न देन भोडगधा ।,0,youtube
yt_824,कसरि पत्रकार भयो यो भोडगधा ।,0,youtube
yt_825,कुकुर र बिरला को झगड़ा saale चोर हरू लाई बोलन लाज पनी hunu Parne goli hannu parne yin ’ s haru lai ।,0,youtube
yt_826,यिनी मा चिक्ने हरु लाई त जन्म कैद गर्ने मान्छे चाहिए को छ ।,1,youtube
yt_827,19- 20 मात्रै हुन साला दलाल हरु ।,0,youtube
yt_828,यस्ता गद्दार नेता हरु लाई गलत्याएर फाल्नुपर्छ आम जनता मिलेर यस्ता पनि नेता हुन्छन् कुकुर जस्तो खान नपाए जस्तो लुछाचुडी ।,0,youtube
yt_829,यस्ता प्रश्न म लाई नसोध्नु पो भन्छन् कुकुर जस्ता अलिकति पनि नेता को बुद्धि नैतिकता छैन ?,0,youtube
yt_830,थुई का जुन चोर उस् को ठूलो सोर भष्र्टचारै भष्र्टचार अझै लाज लाग्दै चोर हरु ठुला ठुला डा को गर्छ ।,0,youtube
yt_831,सबै नेता हरु चाेर हुन र पानिमाथिकाे वबानाे बन्न खाेच्छन डम्ना हरु ।,0,youtube
yt_832,सबै नेता हरु चाेर हुन र पानिमाथिकाे वबानाे बन्न खाेच्छन डम्ना हरु ।,0,youtube
yt_833,का ले का ले मिलेर खाउ भाले चाेर हरु ।,0,youtube
yt_834,थुक्क चुतिया हरु हो लाज सरम छैन दुबै जना चुतिया भ्रष्टाचार को नाइके हौ ।,0,youtube
yt_835,थुक्क चुतिया हरु हो लाज सरम छैन दुबै जना चुतिया भ्रष्टाचार को नाइके हौ ।,0,youtube
yt_836,सबै नेता चोर भर्ट जनता को खुन चुसने अनि ठुला ठुला कुरा गर्ने ।,0,youtube
yt_837,चोर भ्रस्ट नेता हरू मिडिया मा आएर बाँदर को बथान कराए को जस्तै कराइ रहन्छ ।,0,youtube
yt_838,चोर हरु लाजै नलाग्ने कुरा गर्छन् ।,0,youtube
yt_839,हे भ्रष्ट चोर हरु लाज लाग्दैन ?,0,youtube
yt_840,लाज सरम पचे का चोर दलाल हरु ।,0,youtube
yt_841,"रन्डि का भ्रस्ट छोरा हरु , कति लुट्छौ ?",1,youtube
yt_842,"भ्रष्टाचार ले चुर्लुम्मै डुबे को देश नेपाल थुईक्क चोर , दलाल हरु ।",0,youtube
yt_843,कस्ताे चित्न नबुजेकाे गधा हरूकाे कुरा पत्रकार् ले एस्ताे भन्दापनि लाजपचाएर बाेल्छन थुइक्क गधा हाे ।,0,youtube
yt_844,याे चाेर मानवअधिकार बादी चाेर कालाे कांग्रेस को भतुवा के भनछ मुजि तालु ।,1,youtube
yt_845,यो बिस्वराज पोख्रेल भन्ने कुकुर लाइ कस् ले बनायो डि आइ जि गोलि लागेर मिर्तु होइन पहिला हातखुट्टा भाचिदिएर पछि गोलि हानी हत्या गरे को छर्लङ्ग छ साला नक्कली भिदन्त बनाउछ खाते ।,0,youtube
yt_846,यो बिस्वराज पोख्रेल भन्ने कुकुर लाइ कस् ले बनायो डि आइ जि गोलि लागेर मिर्तु होइन पहिला हातखुट्टा भाचिदिएर पछि गोलि हानी हत्या गरे को छर्लङ्ग छ साला नक्कली भिदन्त बनाउछ खाते ।,0,youtube
yt_847,यस्तो त पुलिस को हाकिम साला ।,0,youtube
yt_848,घटना घटे ५ ठाउ मा हात भाचने भिडन्त भने रडिकाे छाेरा भाेलि पुलिस जागिर खाने हाेस भने रामाे कुरा गर रनडिकाे छाराण ।,1,youtube
yt_849,घटना घटे ५ ठाउ मा हात भाचने भिडन्त भने रडिकाे छाेरा भाेलि पुलिस जागिर खाने हाेस भने रामाे कुरा गर रनडिकाे छाराण ।,1,youtube
yt_850,यो माचिक्ने रन्दि को छोरा राम बहादुर बादल र यो साले खाते रन्दि को छोरा बिस्वराज पोखरेल लाई पनि मार्नु पर्छ छाडा रन्दि को छोरा हरु ।,1,youtube
yt_851,यो माचिक्ने रन्दि को छोरा राम बहादुर बादल र यो साले खाते रन्दि को छोरा बिस्वराज पोखरेल लाई पनि मार्नु पर्छ छाडा रन्दि को छोरा हरु ।,1,youtube
yt_852,यो माचिक्ने रन्दि को छोरा राम बहादुर बादल र यो साले खाते रन्दि को छोरा बिस्वराज पोखरेल लाई पनि मार्नु पर्छ छाडा रन्दि को छोरा हरु ।,1,youtube
yt_853,यो साला पोखरेल नेपाल पोलीस बननालायक छैना यो सालाखाते नेता हरू को चमचा र झोल हो ।,0,youtube
yt_854,यो राडिकाे छोरा DIG को मुख देख्दा पनि यति रिस उठेर आउँछ सुशील सर हजुर लाई धेरै बधाई छ एकचोटि यो पागल र ज्ञानेन्द्र शाही लाई सङ्गै बनाएर अन्तर्वार्ता गराउनु पर्यो अनि के भन्छ यस ले गर्दा आज समग्र प्रहरी सस्था को बदनाम भयो ।,1,youtube
yt_855,"यो मुजि पोखरेल लठौरा एक नम्बर को झुते हो साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु हुन्छ यातना दिएर खुट्टा भाचेर पनि , , हैन प्रहरी बाट कुनै यातना भा को छैन भन्दै बोल्ने झुटे मुजि पोखरेल को शिक्षा को कमि देखिन्छ ✊✊ ।",1,youtube
yt_856,"यो मुजि पोखरेल लठौरा एक नम्बर को झुते हो साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु हुन्छ यातना दिएर खुट्टा भाचेर पनि , , हैन प्रहरी बाट कुनै यातना भा को छैन भन्दै बोल्ने झुटे मुजि पोखरेल को शिक्षा को कमि देखिन्छ ✊✊ ।",0,youtube
yt_857,"यो मुजि पोखरेल लठौरा एक नम्बर को झुते हो साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु हुन्छ यातना दिएर खुट्टा भाचेर पनि , , हैन प्रहरी बाट कुनै यातना भा को छैन भन्दै बोल्ने झुटे मुजि पोखरेल को शिक्षा को कमि देखिन्छ ✊✊ ।",1,youtube
yt_858,केहो केहो काहाॅ बाट प्रात भयो भन्न लाज लाग्दैन यो चोर प्ररबक्ताता लाई यो पापी हो ।,0,youtube
yt_859,यो गधा ले झुट बोल्यो इन्काउटर को नाम मा मान्छे मार्न पाईन्छ मुठभेड भए को मान्छे को हात 3 ठाउ मा भाचिन्छ ।,0,youtube
yt_860,पुलिस ले त जहिलेनि झुट बोल्छ साला ज्ञानेन्द्र साहि लाई हिरा सत मा कुट्छ कुटे को छईन भन्छ साला चोर पुलिस ।,0,youtube
yt_861,पुलिस ले त जहिलेनि झुट बोल्छ साला ज्ञानेन्द्र साहि लाई हिरा सत मा कुट्छ कुटे को छईन भन्छ साला चोर पुलिस ।,0,youtube
yt_862,यो खाते अधिवक्ता दिनेश त्रिपाठी को अावज सुन्न पनि मन पर्दैन ।,0,youtube
yt_863,यो खाते रन्डि को छोरा कस्तो मानव अधिकार बादी हो ?,1,youtube
yt_864,बर्दी लगा को चोर पुलिस थुक्क तेरो बुदि !,1,youtube
yt_865,ओय साला पोखरेल तं साला कति झूठबोलना सकेहोला ।,0,youtube
yt_866,गोलि किन हान्यो तिर्थ लाइ प्रहरी ले त चोर होश प्रबक्ता ।,0,youtube
yt_867,यो Dig पोख्रेल खाते ले Gyanendra shai को बिषय मा पनि झुठो बोले को थियो अहिलेत सरासर गलत बोल्दैक्स ।,0,youtube
yt_868,यो पनि कुकुर पत्रकार नै हो साला जबर्जस्ती माफ माग्न लगाउने तँ कुकुर को हो ?,0,youtube
yt_869,साला सब ले मेयर साब कै पछि परेछ कसै ले त्यो पत्रकार को अन्तर बर्ता देखाउदै नत सोधेनन् एउटा भ्रष्टचारि को पर्दाफ़ाश गर्दा एति सासती र एति को जवाफ दिनुपर्ने मेयर साब ले थूईक नेपाल को पिते पात्रुकार र कुपात्रुकारिता 🤮 ।,0,youtube
yt_870,मेरय सायब ले ठिक गर्नु भए को छ यस्ता पित पत्रकार गर्न खातेलाइ अब नाक को डाढी भाच्ने मात्र हैन अब गोलि हानु पर्छ मेयर साएब ।,0,youtube
yt_871,मेयर साहिब बाकि ठिके छ तर प्रस्तुत हुनुहुने सहिली चाहि फेरनु होला र नेपाल मा ९० प्रति संत पत्रकार जासुशि नेपाल का चैवर नेता का छेवरा दलाल छन जस्ते हुदाण ग्नेन्द्र साह को मुदा झैलेपत्रकार कणला को चोर ।,0,youtube
yt_872,राणि का छोरा हरु जाबो गल्त समाचार सम्प्रेषण प्रकासित गर्ने पुत्रकार लाई सम्मान गर्नु पर्ने अझै ?,1,youtube
yt_873,यो पत्रकार को कुरा सुन्दा यो माचिस पत्रकार पनि भ्रष्टाचारि हरु सङ्ग चिया पानी खाए को जस्तो देखियो बुडेसकाल मा कुटाइ खालास ।,0,youtube
yt_874,यो पत्रकार का नाम मा तलुवा हो साले केही अङ्ग्रेजी बुझ्छ कि नाइ यो पत्रकार ले ।,0,youtube
yt_875,समस्या को कुरा गरौं भनेर नबुझ्ने गोरु जस्तो मुजि डण्ठे ले कसरी आई जिपि को पद पायो हँ ।,0,youtube
yt_876,ए रन्डी का छोरा नेपाली प्रहरी हो हिमत छ भने हामी जस्ता सच्चाँ नेपाली लाई दे बर्दि सक्छस् ।,1,youtube
yt_877,अब फेरि टीकापुर को घट्ना दोहोर्याउन पर्यो सुन चोर हरु माथि ।,0,youtube
yt_878,नेपाल प्रहरी नै नेपाल को सबै भन्दा ठुलो gunda चोर अनि बलातकारि छन ।,0,youtube
yt_879,साला डिआइजी जागिर खुस्किनु पर्ने रहेछ ।,0,youtube
yt_880,यस्ता पुसिल्लाइ भाला नै हानु पर्छ साला कुकुर हरु तेसरी पिते को छ अझ भन्छ पुलिस को गल्ती भा को छैन भनेर ।,0,youtube
yt_881,"नेपाल प्रहरी नै चोर , दलाल , भ्रष्ट , बलत्कारी को समर्थन गर्ने पुलीस हो ।",0,youtube
yt_882,किन की ग्यानेन्द्र साही को घतना को कुरा उथाय को मा अरु थुला मिडिया भनाउदा हरु का झोले कुकुर पत्रकार हरु कता मरे को छ ।,0,youtube
yt_883,चोर प्रहरी भस्टचारी प्रहरी घुस्याहा प्रहरी गुन्डागर्दी गर्ने प्रहरी बलात्कारि प्रहरी ।,0,youtube
yt_884,चोर प्रहरी भस्टचारी प्रहरी घुस्याहा प्रहरी गुन्डागर्दी गर्ने प्रहरी बलात्कारि प्रहरी ।,0,youtube
yt_885,यो साला प्रहरी पनि घुसिया नै हो ।,0,youtube
yt_886,"यो घटना पुर्ण रुप मा षडयन्त्र र योजना बद्द तरिका ले भये को हो , , किनकि सबिन्द्र मिश्र ले वइड बढी केस मा सबै को नाम खुलाउछ भनेर मुक्य केपिवली , सेरे चोर को सङ्लन्ता मा यो घटना घाटये को हो , , !",0,youtube
yt_887,"माैसम बिग्रएकाे भए किन पठाईयाे त , , , गफ साला भाते , , , , ।",0,youtube
yt_888,ठुक् का भालुनी रहेछ यस्तो ले जनता को सेवा कसरी गर्छ ।,1,youtube
yt_889,भाइरल हुने रहर यो रन्डी लाई कुन पार्टी को झोले ले उक्साए को दुओ चार सय खाएर छि ।,1,youtube
yt_890,भालु आइमाई चाहिने बेला मा मज्जा ले थाप्ने पछि बलात्कार भन्ने ।,1,youtube
yt_891,बौलाएर भालु बरबराएर नांगै हिडीछे र पार्टी ले निस्कासन गर्यो अहिले बौलाऊदै हिडीछे बेश्या लय की आईमाई !,1,youtube
yt_892,बौलाएर भालु बरबराएर नांगै हिडीछे र पार्टी ले निस्कासन गर्यो अहिले बौलाऊदै हिडीछे बेश्या लय की आईमाई !,1,youtube
yt_893,यो रन्डी भालु को कुरा मा सत्यता छैन ।,1,youtube
yt_894,माव बादी ले नि त चिक्यो होला नि किन तेहा को चि हिंसा भएन र ।,1,youtube
yt_895,यो आईमाई 100% पागलखाना लानु पर्न्ने भो तेति बेला चिलाएर मोज गरिस अहिले यो गरेयो त्यो गरेयो हा हा ।,0,youtube
yt_896,अरू कुरा केही जान्दैनो हामी जनता यस्ता खाल का कंलड़कित आईमाई हरू लाई समाज बाट बहिष्कार गरौ ।,0,youtube
yt_897,"यस्ता मुजी आइमाइ , , बरू एउटा अड्डा खोलेर बस ।",0,youtube
yt_898,राडी रन्डी बौलायो आफु राम्रो भ को भए ४ चोती हैन १ चोती गर्नै दिन्न थ्यो ।,1,youtube
yt_899,"थैत मुजि , चिकाउने बेला मजा ले चिकायो अहिले आएर के कुरा मिलेन होला अनि दोस लाउदै छ ।",1,youtube
yt_900,"थैत मुजि , चिकाउने बेला मजा ले चिकायो अहिले आएर के कुरा मिलेन होला अनि दोस लाउदै छ ।",0,youtube
yt_901,अनुहार न सनुहार भालु को मुहार !,1,youtube
yt_902,उत्तानो भएर थाप्ने अहिले हिँसा भन्ने हो ।,1,youtube
yt_903,यो राडिलाइ ७२साल को भुकम्प ले किन लगेनौ भगवान् ।,1,youtube
yt_904,यो मुजी आईमाई फटाई रहिछे !,0,youtube
yt_905,त साली भालु आफ्नो अनुहार हेरे को छस ।,1,youtube
yt_906,अनुहार हेर्दा ठमेल को भालू हो यो आइमै ।,1,youtube
yt_907,नाक काटीदिनु पर्छ नेवार हरु को जती खेर पनि धर्म को कुरा सँग यार देश लाई रितोपार्छ ।,1,youtube
yt_908,गान्धी भारत मा anti हिन्दु हुदा नाथुराम गोद्से ले गन्धी लाई गोलि हानी मरे ।,1,youtube
yt_909,नेपाली को गहना हिन्दु र नेपाल नेपाली को सस्कर्ती को बिरोधि हरु लाई गोलि हान्न नेपाल मा पनि नथुराम को जन्म हुन आबस्यक छ ।,1,youtube
yt_910,त्यस पछि देश मा हत्या हिंसा लुट बलात्कार जताततै हाहाकार कोलाहल हुनेछ ।,1,youtube
